Date,Open,High,Low,Close,Adj Close,Volume
2021-11-11,152.000000,152.699997,149.000000,149.500000,139.230927,11245200
2021-11-12,150.149994,150.399994,147.500000,148.000000,137.833969,7011351
2021-11-15,147.850006,149.000000,146.600006,147.050003,136.949219,7233596
2021-11-16,147.149994,148.500000,145.000000,145.600006,135.598816,5789397
2021-11-17,145.350006,146.649994,144.500000,145.000000,135.040024,3877654
2021-11-18,145.550003,145.550003,140.350006,140.949997,131.268219,10222954
2021-11-22,141.000000,141.500000,136.250000,137.300003,127.868942,9416739
2021-11-23,136.100006,139.250000,136.050003,138.500000,128.986511,9230138
2021-11-24,139.000000,143.199997,139.000000,140.199997,130.569733,9102532
2021-11-25,140.750000,142.199997,138.300003,141.550003,131.827011,10064655
2021-11-26,140.000000,140.350006,133.050003,133.600006,124.423088,10499621
2021-11-29,133.600006,133.600006,129.449997,130.350006,121.396332,11255792
2021-11-30,130.149994,134.699997,128.949997,129.800003,120.884109,12561833
2021-12-01,131.100006,133.300003,127.750000,130.550003,121.582596,13625825
2021-12-02,130.600006,132.600006,130.100006,131.649994,122.607025,7995372
2021-12-03,132.149994,133.800003,131.550003,132.250000,123.165825,14648107
2021-12-06,132.449997,132.500000,126.849998,128.850006,119.999367,24820032
2021-12-07,129.800003,133.399994,129.600006,132.550003,123.445206,6849306
2021-12-08,133.500000,136.000000,131.550003,133.699997,124.516220,8469867
2021-12-09,134.500000,134.649994,132.649994,134.250000,125.028427,6118331
2021-12-10,134.250000,135.899994,133.449997,135.449997,126.146027,6151256
2021-12-13,136.800003,137.250000,133.000000,133.350006,124.190269,7859717
2021-12-14,132.750000,136.000000,132.000000,135.300003,126.006310,13018242
2021-12-15,134.949997,135.350006,131.699997,132.000000,122.932991,6288678
2021-12-16,132.500000,132.850006,128.750000,129.550003,120.651283,13601623
2021-12-17,130.000000,130.199997,127.650002,129.500000,120.604713,19860746
2021-12-20,129.500000,130.699997,125.199997,125.949997,117.298561,13206589
2021-12-21,127.000000,129.550003,125.750000,129.000000,120.139053,7339722
2021-12-22,129.899994,130.699997,128.699997,130.199997,121.256630,5631087
2021-12-23,130.850006,133.399994,130.649994,132.850006,123.724617,9824296
2021-12-24,134.100006,134.149994,129.699997,130.850006,121.861992,8050243
2021-12-27,130.850006,130.899994,128.899994,130.550003,121.582596,6719854
2021-12-28,131.649994,133.399994,131.100006,133.050003,123.910866,6960987
2021-12-29,132.850006,133.500000,131.100006,132.250000,123.165825,6771058
2021-12-30,128.699997,129.550003,127.500000,127.650002,122.589607,11970063
2021-12-31,128.000000,129.899994,128.000000,129.199997,124.078156,4160624
2022-01-03,129.500000,131.600006,129.300003,131.449997,126.238953,4478058
2022-01-04,132.449997,134.199997,131.649994,132.800003,127.535446,7019721
2022-01-05,133.949997,136.500000,132.550003,136.050003,130.656601,12163177
2022-01-06,136.100006,139.100006,134.100006,138.850006,133.345612,12932562
2022-01-07,139.449997,140.000000,137.649994,139.550003,134.017853,7511643
2022-01-10,140.000000,143.000000,139.949997,142.649994,136.994949,8102429
2022-01-11,142.750000,143.449997,141.149994,141.800003,136.178665,6711147
2022-01-12,142.250000,144.000000,141.850006,143.600006,137.907318,4780761
2022-01-13,143.699997,145.350006,142.750000,144.949997,139.203781,6787237
2022-01-14,144.399994,145.600006,143.199997,144.300003,138.579559,4196916
2022-01-17,141.550003,145.300003,140.750000,144.699997,138.963684,8349604
2022-01-18,144.600006,146.000000,141.949997,142.899994,137.235046,9183014
2022-01-19,142.600006,148.500000,142.399994,147.949997,142.084854,19930096
2022-01-20,147.600006,148.500000,146.250000,147.350006,141.508652,6255487
2022-01-21,146.449997,146.800003,141.350006,143.399994,137.715225,8107838
2022-01-24,142.050003,143.699997,138.699997,140.850006,135.266312,10501660
2022-01-25,138.750000,144.149994,138.100006,143.750000,138.051361,11055193
2022-01-27,142.000000,144.050003,140.949997,141.300003,135.698486,12310614
2022-01-28,142.149994,146.199997,141.300003,141.800003,136.178665,8927075
2022-01-31,143.000000,144.949997,142.449997,144.300003,138.579559,5185472
2022-02-01,145.000000,148.000000,144.149994,147.500000,141.652695,10241254
2022-02-02,148.500000,148.750000,145.399994,145.699997,139.924057,6962992
2022-02-03,145.000000,149.300003,145.000000,147.399994,141.556656,16096878
2022-02-04,149.750000,151.949997,146.149994,146.550003,140.740356,18772221
2022-02-07,147.449997,148.899994,146.399994,148.250000,142.372971,8159964
2022-02-08,148.350006,148.800003,142.300003,144.300003,138.579559,12055244
2022-02-09,145.000000,145.600006,142.300003,142.949997,137.283066,7631688
2022-02-10,143.399994,143.449997,140.350006,141.600006,135.986588,20379088
2022-02-11,140.699997,142.750000,140.000000,140.649994,135.074249,7733105
2022-02-14,139.000000,140.699997,136.300003,137.550003,132.097137,8395520
2022-02-15,138.300003,139.699997,134.149994,139.250000,133.729752,6597642
2022-02-16,139.350006,141.199997,138.750000,139.350006,133.825790,4736139
2022-02-17,140.550003,142.350006,139.050003,139.800003,134.257950,6367064
2022-02-18,140.000000,141.399994,138.350006,140.850006,135.266312,6144296
2022-02-21,140.399994,140.550003,135.699997,136.300003,130.896698,5228053
2022-02-22,132.100006,135.500000,132.050003,134.550003,129.216080,11246953
2022-02-23,135.050003,139.899994,135.000000,138.250000,132.769379,11299804
2022-02-24,134.000000,136.149994,128.600006,129.750000,124.606354,13401506
2022-02-25,131.000000,135.449997,131.000000,134.800003,129.456161,6241269
2022-02-28,135.000000,146.750000,133.850006,144.850006,139.107742,27919955
2022-03-02,146.000000,154.800003,145.500000,152.550003,146.502502,34437728
2022-03-03,154.750000,159.800003,153.100006,159.000000,152.696808,29312746
2022-03-04,159.000000,160.000000,154.850006,155.449997,149.287521,18399643
2022-03-07,156.300003,164.000000,155.199997,161.649994,155.241745,33235321
2022-03-08,161.649994,163.199997,156.600006,157.399994,151.160217,18337924
2022-03-09,158.149994,159.000000,153.399994,154.500000,148.375198,12730151
2022-03-10,152.000000,152.300003,146.750000,147.500000,141.652695,25358057
2022-03-11,148.000000,154.100006,148.000000,152.399994,146.358444,17945413
2022-03-14,153.899994,156.399994,150.899994,152.350006,146.310425,17853417
2022-03-15,151.600006,151.899994,146.699997,148.449997,142.565033,20524474
2022-03-16,149.699997,152.800003,148.000000,152.399994,146.358444,15249761
2022-03-17,153.250000,154.149994,150.600006,151.300003,145.302048,18044254
2022-03-21,147.250000,147.699997,144.000000,144.300003,143.315689,19059074
2022-03-22,145.000000,146.149994,142.699997,143.449997,142.471481,12817516
2022-03-23,144.149994,146.199997,143.100006,143.600006,142.620468,14412349
2022-03-24,144.149994,147.850006,144.050003,147.100006,146.096603,11888684
2022-03-25,147.500000,148.649994,146.600006,147.649994,146.642838,10324903
2022-03-28,152.000000,153.350006,150.250000,152.100006,151.062485,27881323
2022-03-29,153.199997,153.500000,150.500000,152.649994,151.608719,10458380
2022-03-30,153.500000,154.300003,151.899994,153.449997,152.403275,9955451
2022-03-31,154.800003,157.250000,152.850006,155.649994,154.588257,29091799
2022-04-01,157.000000,162.399994,155.850006,162.050003,160.944611,17417060
2022-04-04,163.600006,164.399994,161.300003,161.699997,160.597000,11484642
2022-04-05,162.850006,163.500000,160.149994,160.750000,159.653473,11541995
2022-04-06,159.800003,163.250000,158.850006,162.350006,161.242569,7078322
2022-04-07,162.449997,163.449997,159.199997,160.699997,159.603821,7777235
2022-04-08,161.350006,162.750000,160.149994,162.149994,161.043930,7223912
2022-04-11,163.000000,165.899994,162.550003,164.600006,163.477219,11849302
2022-04-12,165.449997,168.699997,164.449997,166.699997,165.562897,28053587
2022-04-13,167.949997,169.500000,167.000000,168.649994,167.499588,10989496
2022-04-18,167.149994,170.800003,167.000000,167.949997,166.804367,16318964
2022-04-19,169.399994,173.500000,168.350006,170.000000,168.840378,28068839
2022-04-20,171.449997,171.449997,163.600006,165.600006,164.470398,17626059
2022-04-21,164.000000,165.250000,160.500000,164.000000,162.881317,17380065
2022-04-22,163.000000,165.699997,162.399994,164.199997,163.079941,7227533
2022-04-25,161.899994,162.850006,156.000000,157.850006,156.773270,17644526
2022-04-26,159.600006,159.899994,155.000000,157.050003,155.978729,15486515
2022-04-27,155.899994,157.350006,154.500000,155.649994,154.588257,14292964
2022-04-28,158.000000,158.850006,156.600006,157.800003,156.723602,11617775
2022-04-29,158.500000,161.350006,158.300003,159.149994,158.064392,12674567
2022-05-02,158.149994,159.649994,156.600006,157.550003,156.475311,6204947
2022-05-04,157.000000,160.100006,156.000000,157.550003,156.475311,10045073
2022-05-05,159.000000,163.500000,158.600006,161.350006,160.249390,12832565
2022-05-06,158.600006,161.000000,157.399994,160.199997,159.107224,7910314
2022-05-09,158.000000,159.949997,155.500000,156.100006,155.035202,7112661
2022-05-10,154.949997,156.949997,148.000000,148.899994,147.884308,13684697
2022-05-11,148.949997,153.149994,148.449997,150.649994,149.622375,11082243
2022-05-12,150.350006,151.800003,148.000000,150.300003,149.274765,9350627
2022-05-13,151.050003,152.800003,146.750000,147.800003,146.791824,7584234
2022-05-16,148.949997,151.149994,147.899994,150.699997,149.672028,4021403
2022-05-17,152.800003,154.600006,151.100006,154.199997,153.148163,6343482
2022-05-18,154.750000,155.750000,152.949997,153.649994,152.601898,7440736
2022-05-19,151.000000,154.399994,149.750000,153.750000,152.701233,7032652
2022-05-20,154.550003,157.149994,154.250000,156.300003,155.233841,5846047
2022-05-23,155.000000,156.000000,152.699997,153.199997,152.154984,5804217
2022-05-24,153.850006,155.000000,151.000000,152.000000,150.963165,6841735
2022-05-25,152.250000,154.000000,151.050003,152.100006,151.062485,8287644
2022-05-26,152.449997,153.399994,148.199997,151.199997,150.168625,7946108
2022-05-27,152.300003,152.500000,142.199997,142.800003,141.825928,11423227
2022-05-30,145.050003,146.000000,141.500000,143.750000,142.769440,10172233
2022-05-31,144.250000,152.100006,143.500000,147.199997,146.195908,29501879
2022-06-01,147.449997,149.600006,147.000000,149.000000,147.983627,11277910
2022-06-02,149.050003,150.350006,148.000000,149.149994,148.132599,6860632
2022-06-03,150.000000,151.199997,147.199997,147.600006,146.593185,5547372
2022-06-06,146.100006,149.949997,146.000000,148.149994,147.139420,5076960
2022-06-07,148.399994,153.199997,148.250000,151.000000,149.969986,12755092
2022-06-08,152.149994,154.600006,151.000000,152.449997,151.410095,10340944
2022-06-09,151.500000,155.199997,151.050003,151.550003,150.516235,7156660
2022-06-10,151.949997,153.000000,148.399994,149.100006,148.082947,6207503
2022-06-13,148.000000,148.000000,143.600006,146.300003,145.302048,8088056
2022-06-14,145.600006,149.500000,145.199997,146.949997,145.947617,5048744
2022-06-15,149.600006,151.899994,146.050003,147.550003,146.543518,11264526
2022-06-16,148.949997,149.399994,140.050003,140.500000,139.541611,9822257
2022-06-17,139.000000,142.449997,136.199997,138.949997,138.002182,16735192
2022-06-20,139.949997,139.949997,129.000000,131.149994,130.255386,11374439
2022-06-21,134.000000,137.000000,131.500000,136.350006,135.419922,9487405
2022-06-22,134.500000,134.899994,130.350006,133.600006,132.688690,12829949
2022-06-23,133.000000,136.250000,131.000000,131.699997,130.801636,13440967
2022-06-24,134.000000,134.000000,130.750000,132.449997,131.546524,8109522
2022-06-27,134.000000,135.100006,132.250000,134.649994,133.731506,6840302
2022-06-28,133.899994,137.199997,133.750000,136.899994,135.966156,6604729
2022-06-29,135.699997,139.949997,135.500000,139.250000,138.300140,9921375
2022-06-30,138.899994,140.399994,134.750000,135.199997,134.277756,9851023
2022-07-01,134.100006,136.399994,131.000000,132.350006,131.447205,10077624
2022-07-04,131.000000,134.350006,130.949997,133.550003,132.639023,4335993
2022-07-05,133.850006,135.899994,133.300003,133.800003,132.887314,4009019
2022-07-06,133.500000,134.199997,129.550003,133.550003,132.639023,8658277
2022-07-07,134.199997,136.949997,134.199997,136.800003,135.866852,5308891
2022-07-08,141.399994,141.399994,136.050003,137.250000,136.313782,6691055
2022-07-11,137.250000,139.500000,136.149994,138.600006,137.654572,8878298
2022-07-12,138.000000,140.199997,136.600006,139.000000,138.051849,6447198
2022-07-13,139.949997,139.949997,136.350006,137.500000,136.562073,9266304
2022-07-14,137.750000,139.850006,137.500000,139.300003,138.349792,6373845
2022-07-15,139.550003,141.750000,139.350006,140.449997,139.491943,6699483
2022-07-18,140.699997,144.500000,140.699997,144.100006,143.117065,4503563
2022-07-19,143.899994,145.000000,137.300003,140.250000,139.293320,8014961
2022-07-20,144.100006,147.399994,141.000000,141.550003,140.584457,14467608
2022-07-21,141.800003,144.449997,141.600006,143.899994,142.918411,5854492
2022-07-22,144.600006,145.250000,140.899994,141.600006,140.634109,8260225
2022-07-25,144.800003,147.500000,142.800003,147.000000,145.997269,13544940
2022-07-26,147.250000,147.250000,143.649994,143.949997,142.968079,8665776
2022-07-27,144.500000,147.399994,143.300003,146.750000,145.748978,6946005
2022-07-28,147.750000,147.899994,145.300003,145.949997,144.954437,5649223
2022-07-29,147.300003,147.850006,146.100006,146.600006,145.600006,4676585
2022-08-01,146.600006,148.800003,146.550003,147.300003,147.300003,6885952
2022-08-02,146.850006,147.649994,140.899994,141.500000,141.500000,18050844
2022-08-03,142.350006,142.399994,138.000000,140.800003,140.800003,12876812
2022-08-04,140.800003,142.199997,138.350006,140.100006,140.100006,21665496
2022-08-05,139.899994,139.899994,132.500000,132.899994,132.899994,43686433
2022-08-08,134.000000,134.399994,132.850006,133.350006,133.350006,13893694
2022-08-10,133.350006,133.750000,129.899994,130.800003,130.800003,22207337
2022-08-11,132.000000,132.149994,128.449997,128.649994,128.649994,25700920
2022-08-12,129.199997,131.800003,128.500000,131.500000,131.500000,19430630
2022-08-16,132.449997,135.250000,131.199997,135.100006,135.100006,17026904
2022-08-17,135.449997,136.300003,134.550003,134.949997,134.949997,12373062
2022-08-18,135.250000,136.000000,134.699997,135.550003,135.550003,10740620
